Name,Rank,Affiliation,Web of Science Documents,Category Normalized Citation Impact,Times Cited,% Docs Cited
"Devi, Savithri E.",2931,Mahatma Gandhi University,1,0.17,2,100.0
"Sinha, Manoranjan",2931,Indian Institute of Technology (IIT) - Kharagpur,1,0.04,2,100.0
"Rabiya, U. B. Syeda",2931,Council of Scientific & Industrial Research (CSIR) - India,1,0.28,2,100.0
"Rabiya, U. B. Syeda",2931,National Geophysical Research Institute - India,1,0.28,2,100.0
"Lahiri, Chirashree",2931,University of Calcutta,1,0.25,2,100.0
"Upadhyay, N. J.",2931,University of Mumbai,1,0.16,2,100.0
"Ghosh, Suman",2931,Indian Institute of Science Education & Research (IISER) - Thiruvananthapuram,2,0.06,2,50.0
"Sinha, Abisa",2931,University of Calcutta,1,0.09,2,100.0
"Gahalaut, Vineet K.",2931,Council of Scientific & Industrial Research (CSIR) - India,1,0.28,2,100.0
"Gahalaut, Vineet K.",2931,National Geophysical Research Institute - India,1,0.28,2,100.0
"Suryanarayana, G. S.",2931,Indian Institute of Astrophysics,2,0.04,2,50.0
"Gadodia, P. S.",2931,Sant Gadge Baba Amravati University,1,0.08,2,100.0
"Ghosh, Shubhrangshu",2931,Jadavpur University,1,0.08,2,100.0
"Ghosh, Shubhrangshu",2931,Raman Research Institute,1,0.08,2,100.0
"Das, Hillol K.",2931,Inter-University Centre for Astronomy & Astrophysics,2,0.04,2,100.0
"Das, B. K.",2931,Indian Institute of Technology (IIT) - Delhi,1,0.28,2,100.0
"Arora, S.",2931,Physical Research Laboratory - India,1,0.42,2,100.0
"Patra, Binoy Krishna",2931,Indian Institute of Technology (IIT) - Roorkee,1,0.31,2,100.0
"Pandey, V. S.",2931,Banaras Hindu University,1,0.07,2,100.0
"Jaysudha, V.",2931,Andhra University,1,0.28,2,100.0
"Misra, Rajesh",2931,Gauhati University,3,0.07,2,66.67
"Mondal, Surajit",2931,Indian Institute of Technology (IIT) - Kanpur,1,0.28,2,100.0
"Singh, V.",2931,Tata Institute of Fundamental Research,1,0.13,2,100.0
"Guha, G.",2931,University of Calcutta,1,0.17,2,100.0
"Maulik, Atanu",2931,Bose Institute,1,0.31,2,100.0
"Gedam, Shirish S.",2931,Indian Institute of Technology (IIT) - Bombay,1,0.17,2,100.0
"Gupta, Kopal",2931,University of Delhi,1,0.08,2,100.0
"Kohok, Abhay A.",2931,Inter-University Centre for Astronomy & Astrophysics,2,0.04,2,100.0
"Purohit, P. N.",2931,Tata Institute of Fundamental Research,1,0.1,2,100.0
"Prasia, P.",2931,Cochin University Science & Technology,1,0.17,2,100.0
"Kumar, P.",2931,Banaras Hindu University,1,0.42,2,100.0
"Ghayour, Basem",2931,University of Hyderabad,2,0.06,2,100.0
"Jadhav, R. B.",2931,Tata Institute of Fundamental Research,1,0.11,2,100.0
"Hegde, Swathi",2931,University of Mysore,1,0.28,2,100.0
"Ghosh, S. K.",2931,Bose Institute,1,0.11,2,100.0
"Padmanabhan, T.",2931,University of Pune,1,0.11,2,100.0
"Sen, Siddharhta",2931,Indian Association for the Cultivation of Science,1,0.16,2,100.0
"Sen, Siddharhta",2931,Indian Association for the Cultivation of Science (IACS) - Jadavpur,1,0.16,2,100.0
"Pandey, Abhishek",2931,Banaras Hindu University,1,0.17,2,100.0
"Karinkuzhi, D.",2931,Indian Institute of Astrophysics,1,0.13,2,100.0
"Behera, Jayanta K.",2931,Indian Institute of Geomagnetism,1,0.42,2,100.0
"Barman, Ajoy",2931,Assam University,1,0.28,2,100.0
"Datar, V. M.",2931,Bhabha Atomic Research Center,1,0.31,2,100.0
"Datar, V. M.",2931,Homi Bhabha National Institute,1,0.31,2,100.0
"Pradhan, Ananta C.",2931,Tata Institute of Fundamental Research,2,0.1,2,100.0
"Mishra, V. N.",2931,Banaras Hindu University,1,0.42,2,100.0
"Das, Prasanta Kumar",2931,Birla Institute of Technology Science,1,0.09,2,100.0
"Zingade, Kshama",2931,Indian Institute of Technology (IIT) - Madras,1,0.28,2,100.0
"Chakraborty, Arnab",2931,Indian Statistical Institute Kolkata,1,0.13,2,100.0
"Saini, S.",2931,National Centre for Antarctic & Ocean Research (NCAOR),1,0.42,2,100.0
"Ain, Anirban",2931,Inter-University Centre for Astronomy & Astrophysics,2,0.15,2,50.0
"Shaju, K. Y.",2931,Cochin University Science & Technology,1,0.13,2,100.0
"Singh, Deobrat",2931,University of Delhi,1,0.28,2,100.0
"Jaiswal, Rajeev R.",2931,Physical Research Laboratory - India,1,0.11,2,100.0
"Nayak, Arvind",2931,Raman Research Institute,1,0.08,2,100.0
"Kumar, Arvind",2931,Tata Institute of Fundamental Research,1,0.19,2,100.0
"Tonk, Apeksha",2931,Lucknow University,1,0.17,2,100.0
"Bhagat, S. B.",2931,Tata Institute of Fundamental Research,1,0.11,2,100.0
"Sindhuja, G.",2931,Mangalore University,3,0.08,2,66.67
"Sindhuja, G.",2931,Indian Institute of Astrophysics,3,0.08,2,66.67
"Katti, Rohit",2931,Bangalore University,1,0.1,2,100.0
"Katti, Rohit",2931,Raman Research Institute,1,0.1,2,100.0
"Mali, Mahendra",2931,Indian Institute of Science Education & Research (IISER) - Pune,1,0.22,2,100.0
"Sengupta, Anindya",2931,Indian Institute of Science Education & Research (IISER) - Kolkata,1,0.19,2,100.0
"Meshram, G. S.",2931,Tata Institute of Fundamental Research,1,0.11,2,100.0
"Rajaguru, Paul",2931,Indian Institute of Astrophysics,1,0.17,2,100.0
"Kundu, P. K.",2931,Jadavpur University,1,0.17,2,100.0
"Sinha, Ashwini K.",2931,Indian Institute of Geomagnetism,1,0.42,2,100.0
"Gupta, Shashikant",2931,Amity University,1,0.17,2,100.0
"Bhagwat, S.",2931,Indian Institute of Science Education & Research (IISER) - Pune,1,0.22,2,100.0
"Mohanta, Rukmani",2931,University of Hyderabad,1,0.18,2,100.0
"Bose, Soumyajit",2931,Indian Institute of Technology (IIT) - Kanpur,2,0.1,2,50.0
"Naik, M. B.",2931,Tata Institute of Fundamental Research,1,0.11,2,100.0
Sampurnanand,2931,Jamia Millia Islamia,1,0.12,2,100.0
Sampurnanand,2931,University of Delhi,1,0.12,2,100.0
"Swamy, K. S. Krishna",2931,Tata Institute of Fundamental Research,1,0.28,2,100.0
"Gupta, D. K.",2931,Banaras Hindu University,1,0.42,2,100.0
"Chakraborty, K.",2931,Jadavpur University,1,0.08,2,100.0
"Sarkar, Samir K.",2931,University of North Bengal,1,0.17,2,100.0
"Bag, T.",2931,Indian Institute of Technology (IIT) - Roorkee,2,0.12,2,50.0
"Gopakumar, P.",2931,Indian Institute of Astrophysics,1,0.07,2,100.0
"Miskin, V. G.",2931,Yeshwantrao Chavan College of Engineering,1,0.53,2,100.0
"RoyChoudhury, Arundhati",2931,University of North Bengal,1,0.17,2,100.0
"Ibohal, N. G.",2931,Manipur University,1,0.08,2,100.0
"John, Daughty",2931,Indian Institute of Technology (IIT) - Hyderabad,1,0.18,2,100.0
"Narasimha, Roddam",2931,Indian Institute of Science (IISC) - Bangalore,1,0.4,2,100.0
"Narasimha, Roddam",2931,Jawaharlal Nehru Center for Advanced Scientific Research,1,0.4,2,100.0
"Narasimha, Roddam",2931,Council of Scientific & Industrial Research (CSIR) - India,1,0.4,2,100.0
"Mahajan, S. M.",2931,Shiv Nadar University,2,0.24,2,100.0
"Chanchalani, K.",3198,Bhabha Atomic Research Center,1,0.14,1,100.0
"Ghosh, Buddhadeb",3198,University of Burdwan,1,0.1,1,100.0
"Rana, V. R.",3198,Tata Institute of Fundamental Research,2,0.02,1,50.0
"Deo, B. B.",3198,Utkal University,1,0.04,1,100.0
"PapaRao, D. C.",3198,Andhra University,1,0.14,1,100.0
"Majhi, Bibhas Ranjan",3198,Indian Institute of Technology (IIT) - Guwahati,1,0.15,1,100.0
"Singh, T. Ibungochouba",3198,Manipur University,1,0.04,1,100.0
"Udayanandan, K. M.",3198,University of Calicut,1,0.07,1,100.0
"Kaul, S. R.",3198,Bhabha Atomic Research Center,1,0.14,1,100.0
"Navelkar, S.",3198,Inter-University Centre for Astronomy & Astrophysics,1,0.2,1,100.0
"Rajawat, A. S.",3198,Nirma University,1,0.14,1,100.0
"Singh, S. B.",3198,Manipur University,1,0.09,1,100.0
"Punnadi, S.",3198,Inter-University Centre for Astronomy & Astrophysics,1,0.09,1,100.0
"Narvankar, Gandhali",3198,University of Mumbai,1,0.07,1,100.0
"Mandal, Taniya",3198,Indian Institute of Technology (IIT) - Madras,1,0.2,1,100.0
"Srivastava, S.",3198,University of Gorakhpur,1,0.09,1,100.0
"Guhathakurta, Suchandra",3198,University of Calcutta,1,0.21,1,100.0
"Gupta, S.",3198,Tata Institute of Fundamental Research,2,0.03,1,50.0
"Ghosh, Biswajit",3198,University of Calcutta,1,0.21,1,100.0
"Bhatt, H.",3198,Bhabha Atomic Research Center,1,0.14,1,100.0
"Nandi, Debottam",3198,Indian Institute of Science Education & Research (IISER) - Thiruvananthapuram,1,0.15,1,100.0
"Kabir, Rakesh",3198,University of Delhi,1,0.14,1,100.0
"Lahkar, N.",3198,Gauhati University,1,0.14,1,100.0
"Maity, Sayani",3198,Indian Institute of Engineering Science Technology Shibpur (IIEST),1,0.05,1,100.0
"Ganguli, S. N.",3198,Tata Institute of Fundamental Research,2,0.03,1,50.0
"Anoop, T. R.",3198,Council of Scientific & Industrial Research (CSIR) - India,1,0.09,1,100.0
"Anoop, T. R.",3198,National Institute of Oceanography - India,1,0.09,1,100.0
"Gupta, Pooja",3198,Chaudhary Charan Singh University,1,0.09,1,100.0
"Gupta, Dinesh C.",3198,Jiwaji University,1,0.14,1,100.0
"Kumar, A. S. Kiran",3198,Nirma University,1,0.14,1,100.0
"Patel, K.",3198,Banaras Hindu University,1,0.06,1,100.0
"Das, Ajanta",3198,Jadavpur University,1,0.05,1,100.0
"Parrikar, Onkar",3198,Birla Institute of Technology Science,1,0.06,1,100.0
"Chakraborty, S.",3198,Indian Institute of Tropical Meteorology (IITM),1,0.09,1,100.0
"Agarwal, Shilpi",3198,Banaras Hindu University,1,0.06,1,100.0
"Das, Suratna",3198,Physical Research Laboratory - India,1,0.05,1,100.0
"Mishra, S.",3198,IIT Bhubaneswar,1,0.04,1,100.0
"Marandi, P.",3198,Bhabha Atomic Research Center,1,0.14,1,100.0
"Jayswal, Nilesh",3198,Indian Institute of Technology (IIT) - Delhi,1,0.15,1,100.0
"Doddamani, V. H.",3198,Bangalore University,2,0.04,1,50.0
"Rawat, Vikas",3198,University of Mumbai,1,0.07,1,100.0
"Mohan, Shiv",3198,Physical Research Laboratory - India,1,0.14,1,100.0
"Gurav, O. B.",3198,Shivaji University,1,0.21,1,100.0
"Mahapatra, D. P.",3198,Utkal University,1,0.14,1,100.0
"Honey, M.",3198,Indian Institute of Astrophysics,1,0.14,1,100.0
"Saha, Pankaj",3198,Indian Institute of Technology (IIT),1,0.15,1,100.0
"Soam, A.",3198,Pt. Ravishankar Shukla University,1,0.14,1,100.0
"Pawar, Pramod",3198,Inter-University Centre for Astronomy & Astrophysics,1,0.14,1,100.0
"Jagade, S.",3198,Inter-University Centre for Astronomy & Astrophysics,2,0.1,1,50.0
"Mondal, S.",3198,University of Calcutta,1,0.06,1,100.0
"Mondal, S.",3198,SN Bose National Centre for Basic Science,1,0.14,1,100.0
"Choudhury, S. Roy",3198,Assam University,1,0.14,1,100.0
"Kamra, A. K.",3198,Indian Institute of Tropical Meteorology (IITM),1,0.07,1,100.0
"Pandey, Jeewan C.",3198,Aryabhatta Research Institute of Observational Sciences,1,0.14,1,100.0
"Hazarika, P.",3198,Dibrugarh University,1,0.15,1,100.0
"Bali, R.",3198,University of Rajasthan,2,0.02,1,50.0
"Vijayan, S.",3198,Physical Research Laboratory - India,1,0.14,1,100.0
"Ghodpage, R.",3198,Shivaji University,1,0.05,1,100.0
"Ghodpage, R.",3198,Indian Institute of Geomagnetism,2,0.03,1,50.0
"Munshi, Rahul",3198,Indian Institute of Technology (IIT) - Kharagpur,1,0.04,1,100.0
"Roshi, D. Anish",3198,Tata Institute of Fundamental Research,1,0.05,1,100.0
"Roshi, D. Anish",3198,Raman Research Institute,1,0.05,1,100.0
"Navale, Nilam",3198,University of Mumbai,1,0.07,1,100.0
"Sariya, Devesh Path",3198,Aryabhatta Research Institute of Observational Sciences,1,0.05,1,100.0
"Basak, Abhishek",3198,Indian Institute of Science Education & Research (IISER) - Thiruvananthapuram,1,0.15,1,100.0
"Panda, P.",3198,Berhampur University,2,0.02,1,50.0
"Ray, D.",3198,Physical Research Laboratory - India,1,0.12,1,100.0
"Chillal, Kalpesh S.",3198,Inter-University Centre for Astronomy & Astrophysics,1,0.04,1,100.0
"Mukherjee, Shyamoli",3198,Indian Institute of Geomagnetism,1,0.14,1,100.0
"Kumawat, P.",3198,University of Rajasthan,1,0.04,1,100.0
"Singhal, L.",3198,Indian Institute of Technology (IIT) - Kanpur,1,0.04,1,100.0
"Pandey, R. S.",3198,Amity University,2,0.11,1,50.0
"Bhat, C. K.",3198,Bhabha Atomic Research Center,1,0.14,1,100.0
"Bhuyan, Kalyan",3198,Dibrugarh University,1,0.09,1,100.0
"Misra, R. N.",3198,Physical Research Laboratory - India,1,0.04,1,100.0
"Maqbool, Bari",3198,University of Kashmir,2,0.04,1,50.0
"Singh, Ashutosh",3198,Banaras Hindu University,1,0.09,1,100.0
"Kashyap, D.",3198,Indian Institute of Technology (IIT) - Roorkee,1,0.07,1,100.0
"Goyal, A.",3198,Bhabha Atomic Research Center,1,0.14,1,100.0
"Gupta, Vartika",3198,University of Delhi,1,0.14,1,100.0
"Das, Sudipta",3198,Indian Institute of Engineering Science Technology Shibpur (IIEST),1,0.04,1,100.0
"Chowdhury, Sudipto Paul",3198,Indian Association for the Cultivation of Science,1,0.07,1,100.0
"Chowdhury, Sudipto Paul",3198,Indian Association for the Cultivation of Science (IACS) - Jadavpur,1,0.07,1,100.0
"Kumar, Sachin",3198,Indian Institute of Technology (IIT) - Roorkee,1,0.05,1,100.0
"Raichur, H.",3198,Raman Research Institute,1,0.14,1,100.0
"Verma, R.",3198,University of Delhi,1,0.07,1,100.0
"Tripathi, A.",3198,University of Gorakhpur,2,0.04,1,50.0
"Pacif, Shibesh Kumar Jas",3198,Jamia Millia Islamia,1,0.14,1,100.0
"Sarkar, Sourav",3198,Indian Institute of Science Education & Research (IISER) - Pune,1,0.1,1,100.0
"Joshi, Kaustubh",3198,Indian Institute of Technology (IIT) - Bombay,1,0.03,1,100.0
"Banik, Prabir",3198,University of North Bengal,1,0.14,1,100.0
"Kaur, Rajbir",3198,Amity University,2,0.11,1,50.0
"Bandey, A.",3198,University of Kashmir,1,0.05,1,100.0
"Mondal, Arpita",3198,Indian Institute of Technology (IIT) - Kharagpur,1,0.22,1,100.0
"Jyothy, S. N.",3198,Amrita Vishwa Vidyapeetham University,1,0.14,1,100.0
"Nwankwo, Victor U. J.",3198,SN Bose National Centre for Basic Science,1,0.21,1,100.0
"Mohan, Anita",3198,Banaras Hindu University,1,0.09,1,100.0
"Chaudhuri, Sutapa",3198,University of Calcutta,1,0.21,1,100.0
"Goraya, P. S.",3198,Panjab University,1,0.03,1,100.0
"Ghosh, B.",3198,Jadavpur University,1,0.14,1,100.0
"Borse, Satish",3198,University of Mumbai,1,0.07,1,100.0
"Das, G. S.",3198,Dibrugarh University,1,0.15,1,100.0
"Goutam, H. P.",3198,Tezpur University,1,0.14,1,100.0
"Tiwari, Shailendrakumar",3198,University of Mumbai,1,0.07,1,100.0
"Garg, P.",3198,Inter-University Centre for Astronomy & Astrophysics,1,0.2,1,100.0
"Banerjee, Dipankar P. K.",3198,Physical Research Laboratory - India,1,0.14,1,100.0
"Choudhury, M.",3198,Gauhati University,1,0.07,1,100.0
"Debsarma, Suma",3198,University of Calcutta,1,0.14,1,100.0
"Singh, Sukhjit",3198,Guru Nanak Dev University,1,0.14,1,100.0
"Rozario, Carl",3198,University of Mumbai,1,0.07,1,100.0
"Bose, M.",3198,Jadavpur University,2,0.04,1,50.0
"Vasantharaju, N.",3198,Indian Institute of Astrophysics,1,0.09,1,100.0
"Kothari, M.",3198,Bhabha Atomic Research Center,1,0.14,1,100.0
"Venugopal, K.",3198,Bhabha Atomic Research Center,1,0.14,1,100.0
"Kumar, N.",3198,Bhabha Atomic Research Center,1,0.14,1,100.0
"Bose, T.",3198,Indian Institute of Tropical Meteorology (IITM),1,0.09,1,100.0
"Pandey, Uma",3198,Banasthali Vidyapith,1,0.14,1,100.0
"Kumar, K. Niranjan",3198,Indian Institute of Science (IISC) - Bangalore,1,0.05,1,100.0
"Choudhury, R.",3198,Indian Institute of Astrophysics,1,0.05,1,100.0
"Ojha, Devendra K.",3198,Tata Institute of Fundamental Research,1,0.09,1,100.0
"Peshin, S. K.",3198,India Meteorological Department (IMD),1,0.06,1,100.0
"Jaiswal, Atul",3198,Indian Institute of Technology (IIT) - Kanpur,1,0.06,1,100.0
"Surnis, M. P.",3198,Tata Institute of Fundamental Research,1,0.14,1,100.0
"Srivastava, Shweta",3198,University of Gorakhpur,1,0.05,1,100.0
"Mazumdar, Parichay",3198,Tata Institute of Fundamental Research,1,0.09,1,100.0
"Singh, S.",3198,Banaras Hindu University,2,0.02,1,50.0
"Parab, Pradnya",3198,University of Mumbai,1,0.07,1,100.0
"Chowdhury, Debtosh",3198,Indian Institute of Science (IISC) - Bangalore,1,0.08,1,100.0
"Karuppath, Narayanankutty",3198,Amrita Vishwa Vidyapeetham University,1,0.14,1,100.0
"Bayanna, Ankala Raja",3198,Physical Research Laboratory - India,1,0.09,1,100.0
"Ghosh, S.",3198,SN Bose National Centre for Basic Science,1,0.14,1,100.0
"Mestry, Vilas B.",3198,Inter-University Centre for Astronomy & Astrophysics,1,0.04,1,100.0
"Bhattacharya, Mukul",3198,Indian Institute of Science (IISC) - Bangalore,1,0.15,1,100.0
"Burse, M.",3198,Inter-University Centre for Astronomy & Astrophysics,1,0.09,1,100.0
"Jana, Sanlib",3198,Indian Institute of Science (IISC) - Bangalore,1,0.17,1,100.0
"Ghosal, B.",3198,Bhabha Atomic Research Center,1,0.14,1,100.0
"Gupta, Gaveshna",3198,Physical Research Laboratory - India,1,0.15,1,100.0
"Wadekar, Digvijay",3198,Indian Institute of Technology (IIT) - Bombay,1,0.14,1,100.0
"Gupta, Vineet",3198,Lucknow University,1,0.09,1,100.0
"Tabasum, M.",3198,University of Kashmir,1,0.05,1,100.0
"Rao, B. Nageswara",3198,Vikram Sarabhai Space Center (VSSC),1,0.05,1,100.0
"Maharana, L.",3198,Utkal University,1,0.04,1,100.0
"Singh, Jagjit",3198,University of Delhi,2,0.03,1,50.0
"Reddy, D. R. K.",3198,Sant Gadge Baba Amravati University,1,0.14,1,100.0
"Maharana, Jnanadeva",3198,Institute of Physics Bhubaneswar (IOPB),1,0.17,1,100.0
"Kale, T.",3198,Inter-University Centre for Astronomy & Astrophysics,1,0.2,1,100.0
"Singh, O. N. I. I.",3198,Banaras Hindu University,1,0.09,1,100.0
"Sundaresan, S.",3198,Vikram Sarabhai Space Center (VSSC),1,0.05,1,100.0
"Chakravarty, A.",3198,Jadavpur University,1,0.09,1,100.0
"Chakrabarty, D. K.",3198,Physical Research Laboratory - India,1,0.06,1,100.0
Hariharan,3198,Indian Institute of Astrophysics,1,0.04,1,100.0
"Tarafdar, Pratik",3198,SN Bose National Centre for Basic Science,1,0.14,1,100.0
"Ramadevi, P.",3198,Indian Institute of Technology (IIT) - Bombay,1,0.27,1,100.0
"Mishra, Hiranmay",3198,Physical Research Laboratory - India,1,0.06,1,100.0
"Koli, Ashish",3198,University of Mumbai,1,0.07,1,100.0
"Purandare, M. A.",3198,Sant Gadge Baba Amravati University,1,0.14,1,100.0
"Yadav, Ruby",3198,Chaudhary Charan Singh University,1,0.09,1,100.0
"Rajarshi, Chaitanya V.",3198,Inter-University Centre for Astronomy & Astrophysics,1,0.05,1,100.0
"Sruthi, U.",3198,Council of Scientific & Industrial Research (CSIR) - India,1,0.09,1,100.0
"Sruthi, U.",3198,National Geophysical Research Institute - India,1,0.09,1,100.0
"Reddy, K.",3198,Council of Scientific & Industrial Research (CSIR) - India,1,0.09,1,100.0
"Reddy, K.",3198,National Geophysical Research Institute - India,1,0.09,1,100.0
"Khan, Ayub",3198,University of Delhi,1,0.04,1,100.0
"Chatterjee, Ayan",3198,Tata Institute of Fundamental Research,1,0.08,1,100.0
"Dubey, Nitin",3198,University of Mumbai,1,0.07,1,100.0
"Chouhan, N.",3198,Bhabha Atomic Research Center,1,0.14,1,100.0
"Ramesh, Durbha Sai",3198,Indian Institute of Geomagnetism,1,0.2,1,100.0
"Nath, G.",3198,National Institute of Technology Raipur,1,0.09,1,100.0
"Datta, A.",3198,Indian Institute of Astrophysics,1,0.14,1,100.0
"Mathew, Shibu Kunchandy",3198,Physical Research Laboratory - India,1,0.09,1,100.0
"Thirupathaiah, P.",3198,Indian Institute of Technology (IIT) - Roorkee,1,0.12,1,100.0
"Saraswat, V. K.",3198,Banasthali Vidyapith,1,0.14,1,100.0
"Sahay, Anurag",3198,Institute of Physics Bhubaneswar (IOPB),1,0.08,1,100.0
"Sarma, Jayanta K.",3198,Tezpur University,1,0.12,1,100.0
"Mishra, Bivudutta",3198,Birla Institute of Technology Science,1,0.14,1,100.0
"Sahoo, H.",3198,Jadavpur University,1,0.14,1,100.0
"Mitra, Joydip",3198,Indian Association for the Cultivation of Science,1,0.07,1,100.0
"Mitra, Joydip",3198,Indian Association for the Cultivation of Science (IACS) - Jadavpur,1,0.07,1,100.0
"Aziz, Sahazada",3198,University of Burdwan,1,0.1,1,100.0
"Mohan, Man",3198,University of Delhi,2,0.03,1,50.0
"Mishra, Alabhya",3198,Indian Institute of Technology (IIT) - Kanpur,1,0.09,1,100.0
"Goyal, H. C.",3198,Bhabha Atomic Research Center,1,0.14,1,100.0
"Bandyopadhyay, T.",3198,Jadavpur University,1,0.04,1,100.0
"Sarma, M. S. S. R. K. N.",3198,Andhra University,1,0.05,1,100.0
"Joshi, Gireesh C.",3198,Kumaun University,2,0.07,1,50.0
"Lohiya, Daksh",3198,University of Delhi,2,0.07,1,50.0
"Kadam, B. D.",3198,Indian Institute of Geomagnetism,1,0.14,1,100.0
"Aluri, Pavan K.",3198,Inter-University Centre for Astronomy & Astrophysics,1,0.15,1,100.0
